ID,Date,ReferenceNumber,Ref4,OneDrivePath,GoogleDriveURL
40473,2018-03-10,Action,IMG_20180310_103539.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180310_103539.jpg,https://drive.google.com/file/d/1eM-ItslECVWStvvxSfC2PkoHmV2_kEll/view?usp=drivesdk
40474,2018-03-10,Action,IMG_20180310_103539.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180310_103539.jpg,https://drive.google.com/file/d/1eM-ItslECVWStvvxSfC2PkoHmV2_kEll/view?usp=drivesdk
40477,2018-03-18,Gamma,IMG_20180314_103840.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180314_103840.jpg,https://drive.google.com/file/d/1b98JQb7kAlu1HJ9-pn5O--J6nwrj7jLz/view?usp=drivesdk
40478,2018-03-18,Gamma,IMG_20180314_103840.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180314_103840.jpg,https://drive.google.com/file/d/1b98JQb7kAlu1HJ9-pn5O--J6nwrj7jLz/view?usp=drivesdk
40529,2018-03-14,Gamma,IMG_20180314_103840.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180314_103840.jpg,https://drive.google.com/file/d/1b98JQb7kAlu1HJ9-pn5O--J6nwrj7jLz/view?usp=drivesdk
40521,2018-03-16,Gamma,IMG_20180316_171733.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180316_171733.jpg,https://drive.google.com/file/d/1F3AavbLrkoit9R261TT82yVTfR-NanDa/view?usp=drivesdk
40522,2018-03-16,Gamma,IMG_20180316_171733.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180316_171733.jpg,https://drive.google.com/file/d/1F3AavbLrkoit9R261TT82yVTfR-NanDa/view?usp=drivesdk
40535,2018-03-18,Action,IMG_20180318_140416.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180318_140416.jpg,https://drive.google.com/file/d/1ydzAi-BtxjtgDQeBZ_R3HVpre3NGyzb4/view?usp=drivesdk
40536,2018-03-18,Action,IMG_20180318_140416.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180318_140416.jpg,https://drive.google.com/file/d/1ydzAi-BtxjtgDQeBZ_R3HVpre3NGyzb4/view?usp=drivesdk
40543,2018-03-20,Lidl,IMG_20180320_114146.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180320_114146.jpg,https://drive.google.com/file/d/1wzwwVDyrr31QxaqZ8e_cCiHAnxuahJC1/view?usp=drivesdk
40544,2018-03-20,Lidl,IMG_20180320_114146.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180320_114146.jpg,https://drive.google.com/file/d/1wzwwVDyrr31QxaqZ8e_cCiHAnxuahJC1/view?usp=drivesdk
40706,2018-04-04,Gamma,IMG_20180404_185529.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180404_185529.jpg,https://drive.google.com/file/d/1zhVmFVD5ZhEA5bP674xSwRP5OU7fg40R/view?usp=drivesdk
40707,2018-04-04,Gamma,IMG_20180404_185529.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180404_185529.jpg,https://drive.google.com/file/d/1zhVmFVD5ZhEA5bP674xSwRP5OU7fg40R/view?usp=drivesdk
40719,2018-04-04,Gamma,IMG_20180404_185529.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180404_185529.jpg,https://drive.google.com/file/d/1zhVmFVD5ZhEA5bP674xSwRP5OU7fg40R/view?usp=drivesdk
40735,2018-04-01,Centr. Justitieel Incasso bureau,IMG_20180412_152928.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Centr. Justitieel Incasso bureau\IMG_20180412_152928.jpg,https://drive.google.com/file/d/1MzKjdgoQa9p4M11F3ZOZGgZAaOjGrWOp/view?usp=drivesdk
40736,2018-04-12,Hema,IMG_20180412_152742.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Hema\IMG_20180412_152742.jpg,https://drive.google.com/file/d/1eFYBqXL610bTmrw6ug5KKSyFfouF0TJf/view?usp=drivesdk
40737,2018-04-12,Hema,IMG_20180412_152742.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Hema\IMG_20180412_152742.jpg,https://drive.google.com/file/d/1eFYBqXL610bTmrw6ug5KKSyFfouF0TJf/view?usp=drivesdk
40779,2018-04-12,HEMA,IMG_20180412_152742.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Hema\IMG_20180412_152742.jpg,https://drive.google.com/file/d/1_h4aGxnk07p3se9s0fxIMrmVl63_sEcf/view?usp=drivesdk
40744,2018-04-19,Centr. Justitieel Incasso bureau,IMG_20180419_175158.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Centr. Justitieel Incasso bureau\IMG_20180419_175158.jpg,https://drive.google.com/file/d/1jWg6kEWXXzSf_L5mA9C6NyQo84MbyPhx/view?usp=drivesdk
40746,2018-04-16,Splatch,IMG_20180421_101501.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Splatch\IMG_20180421_101501.jpg,https://drive.google.com/file/d/1XUpU_7vYZT-flazSLMVrOVM81udoa98k/view?usp=drivesdk
40747,2018-04-16,Splatch,IMG_20180421_101501.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Splatch\IMG_20180421_101501.jpg,https://drive.google.com/file/d/1XUpU_7vYZT-flazSLMVrOVM81udoa98k/view?usp=drivesdk
40796,2018-04-07,Centr. Justitieel Incasso bureau,IMG_20180422_173001.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Centr. Justitieel Incasso bureau\IMG_20180422_173001.jpg,https://drive.google.com/file/d/1e6ROD3M_lwv11w__Xpu5HOwgNXgILsSJ/view?usp=drivesdk
40834,2018-04-26,Centr. Justitieel Incasso bureau,IMG_20180426_185030.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Centr. Justitieel Incasso bureau\IMG_20180426_185030.jpg,https://drive.google.com/file/d/1r4LoGS6qJN3BLr7Yx0OraVJqJmAe_Tzw/view?usp=drivesdk
40845,2018-04-26,Action,20180426_143810.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\20180426_143810.jpg,https://drive.google.com/file/d/1Mx8qCgR3cj4s8gYrbQm_EuFNi1BQs76M/view?usp=drivesdk
42748,2018-04-26,Action,20180426_143810.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\20180426_143810.jpg,https://drive.google.com/file/d/1Mx8qCgR3cj4s8gYrbQm_EuFNi1BQs76M/view?usp=drivesdk
42749,2018-04-26,Action,20180426_143810.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\20180426_143810.jpg,https://drive.google.com/file/d/1Mx8qCgR3cj4s8gYrbQm_EuFNi1BQs76M/view?usp=drivesdk
41029,2018-05-31,Schoenservice,IMG_20180531_111854.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Schoenservice\IMG_20180531_111854.jpg,https://drive.google.com/file/d/1-mTMfMyDhg2JG1Iw9ccinlZeMAFsR55f/view?usp=drivesdk
41030,2018-05-31,Schoenservice,IMG_20180531_111854.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Schoenservice\IMG_20180531_111854.jpg,https://drive.google.com/file/d/1-mTMfMyDhg2JG1Iw9ccinlZeMAFsR55f/view?usp=drivesdk
41031,2018-05-31,Lidl,IMG_20180531_111636.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180531_111636.jpg,https://drive.google.com/file/d/1SKvVRIzgA8jEVRjKGN_Z1yGrHMsYpkUz/view?usp=drivesdk
41032,2018-05-31,Lidl,IMG_20180531_111636.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180531_111636.jpg,https://drive.google.com/file/d/1SKvVRIzgA8jEVRjKGN_Z1yGrHMsYpkUz/view?usp=drivesdk
41215,2018-06-15,Action,IMG_20180615_104316.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180615_104316.jpg,https://drive.google.com/file/d/1ia2dYntnVfQcl1H3vFC6WILKdZe_qO_M/view?usp=drivesdk
41216,2018-06-15,Action,IMG_20180615_104316.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180615_104316.jpg,https://drive.google.com/file/d/1ia2dYntnVfQcl1H3vFC6WILKdZe_qO_M/view?usp=drivesdk
41272,2018-06-28,Gamma,IMG_20180628_164507.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180628_164507.jpg,https://drive.google.com/file/d/1p5ms78hXtv7XA-o4qgHCQiYSq-SjDrfY/view?usp=drivesdk
41273,2018-06-28,Gamma,IMG_20180628_164507.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180628_164507.jpg,https://drive.google.com/file/d/1p5ms78hXtv7XA-o4qgHCQiYSq-SjDrfY/view?usp=drivesdk
41318,2018-06-29,Action,IMG_20180629_165021.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180629_165021.jpg,https://drive.google.com/file/d/1E8iEMT1QuX1QyLClIl5OPM7uvXJkxLVC/view?usp=drivesdk
41319,2018-06-29,Action,IMG_20180629_165021.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180629_165021.jpg,https://drive.google.com/file/d/1E8iEMT1QuX1QyLClIl5OPM7uvXJkxLVC/view?usp=drivesdk
41358,2018-07-10,Centr. Justitieel Incasso bureau,IMG_20180709_123132.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Centr. Justitieel Incasso bureau\IMG_20180709_123132.jpg,https://drive.google.com/file/d/1NNYsEj6o3yXNK9vpD47_30KZ9uyc5p2E/view?usp=drivesdk
41444,2018-07-27,Action,IMG_20180727_123815.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180727_123815.jpg,https://drive.google.com/file/d/1znL40U78fdcVrCOT5P3xIto88Zx0ezKZ/view?usp=drivesdk
41445,2018-07-27,Action,IMG_20180727_123815.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180727_123815.jpg,https://drive.google.com/file/d/1znL40U78fdcVrCOT5P3xIto88Zx0ezKZ/view?usp=drivesdk
41504,2018-08-03,Action,IMG_20180803_093757.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180803_093757.jpg,https://drive.google.com/file/d/1-mNjcyB46zqzeMCNKXt9DFeCnatZtePJ/view?usp=drivesdk
41505,2018-08-03,Action,IMG_20180803_093757.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180803_093757.jpg,https://drive.google.com/file/d/1-mNjcyB46zqzeMCNKXt9DFeCnatZtePJ/view?usp=drivesdk
41518,2018-08-06,Gamma,IMG_20180806_192505.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180806_192505.jpg,https://drive.google.com/file/d/1UTQJDFX3cEdM_IHWIxQ2j91OePu3SR3U/view?usp=drivesdk
41519,2018-08-06,Gamma,IMG_20180806_192505.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Gamma\IMG_20180806_192505.jpg,https://drive.google.com/file/d/1UTQJDFX3cEdM_IHWIxQ2j91OePu3SR3U/view?usp=drivesdk
41522,2018-08-08,Action,IMG_20180808_162638.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180808_162638.jpg,https://drive.google.com/file/d/1YwZuAYOdeTp5rt3Wc9HJYX69SYL3H7LY/view?usp=drivesdk
41523,2018-08-08,Action,IMG_20180808_162638.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180808_162638.jpg,https://drive.google.com/file/d/1YwZuAYOdeTp5rt3Wc9HJYX69SYL3H7LY/view?usp=drivesdk
41665,2018-09-03,Lidl,IMG_20180903_094021.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180903_094021.jpg,https://drive.google.com/file/d/1pdeYpPbUgLYGC08ixiKEUplkJhv8wozb/view?usp=drivesdk
41666,2018-09-03,Lidl,IMG_20180903_094021.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Lidl\IMG_20180903_094021.jpg,https://drive.google.com/file/d/1pdeYpPbUgLYGC08ixiKEUplkJhv8wozb/view?usp=drivesdk
41715,2018-09-13,Mediamarkt,IMG_20180913_202145.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Mediamarkt\IMG_20180913_202145.jpg,https://drive.google.com/file/d/19ZSedH5PWmyzSNcDzNNJyFfd2FfkD3mC/view?usp=drivesdk
41716,2018-09-13,Mediamarkt,IMG_20180913_202145.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Mediamarkt\IMG_20180913_202145.jpg,https://drive.google.com/file/d/19ZSedH5PWmyzSNcDzNNJyFfd2FfkD3mC/view?usp=drivesdk
41717,2018-09-14,Action,IMG_20180914_104254.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180914_104254.jpg,https://drive.google.com/file/d/1ZUZip2eOHHU9ak4a2BhZ1AiTSW-FGzXU/view?usp=drivesdk
41718,2018-09-14,Action,IMG_20180914_104254.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180914_104254.jpg,https://drive.google.com/file/d/1ZUZip2eOHHU9ak4a2BhZ1AiTSW-FGzXU/view?usp=drivesdk
41786,2018-09-21,Action,IMG_20180921_115627.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180921_115627.jpg,https://drive.google.com/file/d/1GDlaNsbTPlLEHSj1c6g4f8jXnXom1Gni/view?usp=drivesdk
41787,2018-09-21,Action,IMG_20180921_115627.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20180921_115627.jpg,https://drive.google.com/file/d/1GDlaNsbTPlLEHSj1c6g4f8jXnXom1Gni/view?usp=drivesdk
41799,2018-09-26,E-Bikepoint,E-Bikepoint_20180926_110932.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\E-Bikepoint\E-Bikepoint_20180926_110932.jpg,https://drive.google.com/file/d/1u6Q3lFqFcU3SsrvZbWwFMpK4s3AoPMDO/view?usp=drivesdk
41800,2018-09-26,E-Bikepoint,E-Bikepoint_20180926_110932.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\E-Bikepoint\E-Bikepoint_20180926_110932.jpg,https://drive.google.com/file/d/1u6Q3lFqFcU3SsrvZbWwFMpK4s3AoPMDO/view?usp=drivesdk
41885,2018-10-09,Action,IMG_20181009_161523.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181009_161523.jpg,https://drive.google.com/file/d/1_zHe81gEYITX3IxVkxr1amMhbxk7AIUx/view?usp=drivesdk
41886,2018-10-09,Action,IMG_20181009_161523.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181009_161523.jpg,https://drive.google.com/file/d/1_zHe81gEYITX3IxVkxr1amMhbxk7AIUx/view?usp=drivesdk
41887,2018-10-08,care4floor,care4floor 20181011_175637.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\care4floor\care4floor 20181011_175637.jpg,https://drive.google.com/file/d/1hbGCKGQRihejlTpp3ifihfQ-NhPEAN1M/view?usp=drivesdk
41888,2018-10-08,care4floor,care4floor 20181011_175637.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\care4floor\care4floor 20181011_175637.jpg,https://drive.google.com/file/d/1hbGCKGQRihejlTpp3ifihfQ-NhPEAN1M/view?usp=drivesdk
41970,2018-10-26,ALBERT HEIJN,IMG_20181026_153332.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\ALBERT HEIJN\IMG_20181026_153332.jpg,https://drive.google.com/file/d/1oUU-ZOZNRK25nAQRLxiUqJB4diciMcg2/view?usp=drivesdk
41971,2018-10-26,ALBERT HEIJN,IMG_20181026_153332.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\ALBERT HEIJN\IMG_20181026_153332.jpg,https://drive.google.com/file/d/1oUU-ZOZNRK25nAQRLxiUqJB4diciMcg2/view?usp=drivesdk
42055,2018-11-04,Action,IMG_20181104_121924.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181104_121924.jpg,https://drive.google.com/file/d/1ezlxOCS3H9CTkk3KhZqi3qFs6lqtZIHP/view?usp=drivesdk
42056,2018-11-04,Action,IMG_20181104_121924.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181104_121924.jpg,https://drive.google.com/file/d/1ezlxOCS3H9CTkk3KhZqi3qFs6lqtZIHP/view?usp=drivesdk
42057,2018-11-06,MM Hoofddorp,20181107_074210.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\MM Hoofddorp\20181107_074210.jpg,https://drive.google.com/file/d/12zEyvYO6PI7py8BSnBT5mHBGF-iEKt_w/view?usp=drivesdk
42058,2018-11-06,MM Hoofddorp,20181107_074210.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\MM Hoofddorp\20181107_074210.jpg,https://drive.google.com/file/d/12zEyvYO6PI7py8BSnBT5mHBGF-iEKt_w/view?usp=drivesdk
42091,2018-11-14,Action,IMG_20181114_115419.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181114_115419.jpg,https://drive.google.com/file/d/1ttJN6zgBMk5Sg93DgWap-YNTl8UgsWrs/view?usp=drivesdk
42092,2018-11-14,Action,IMG_20181114_115419.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181114_115419.jpg,https://drive.google.com/file/d/1ttJN6zgBMk5Sg93DgWap-YNTl8UgsWrs/view?usp=drivesdk
42135,2018-11-21,Allekabels ,AlleKabels 2024-07-22 235723.png,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Allekabels\AlleKabels 2024-07-22 235723.png,https://drive.google.com/file/d/1gmT_qKUYrCE944aSy8SCLuC7c57-e4_v/view?usp=drivesdk
42136,2018-11-21,Allekabels ,AlleKabels 2024-07-22 235723.png,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Allekabels\AlleKabels 2024-07-22 235723.png,https://drive.google.com/file/d/1gmT_qKUYrCE944aSy8SCLuC7c57-e4_v/view?usp=drivesdk
42197,2018-12-01,Action,IMG_20181201_151800.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181201_151800.jpg,https://drive.google.com/file/d/177in51USdfjz3-trNkOWILeFYfsk-ZXL/view?usp=drivesdk
42198,2018-12-01,Action,IMG_20181201_151800.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181201_151800.jpg,https://drive.google.com/file/d/177in51USdfjz3-trNkOWILeFYfsk-ZXL/view?usp=drivesdk
42288,2018-12-24,Action,IMG_20181224_092557.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181224_092557.jpg,https://drive.google.com/file/d/10fASj1JM-gyxgpAOLyc0YOP7qaTjsGkU/view?usp=drivesdk
42289,2018-12-24,Action,IMG_20181224_092557.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2018\Action\IMG_20181224_092557.jpg,https://drive.google.com/file/d/10fASj1JM-gyxgpAOLyc0YOP7qaTjsGkU/view?usp=drivesdk
42379,2019-01-12,Action,IMG_20190112_125622.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190112_125622.jpg,https://drive.google.com/file/d/1cKfsA3u4Ws39_uP8GnvkEJObjt5thVR9/view?usp=drivesdk
42380,2019-01-12,Action,IMG_20190112_125622.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190112_125622.jpg,https://drive.google.com/file/d/1cKfsA3u4Ws39_uP8GnvkEJObjt5thVR9/view?usp=drivesdk
42409,2019-01-14,Stroet,IMG_20190111_181122.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Stroet\IMG_20190111_181122.jpg,https://drive.google.com/file/d/1_YnVOrf6hLyOWJioFT_gSRWfIkzDFiMT/view?usp=drivesdk
43263,2019-01-07,Stroet,IMG_20190111_181122.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Stroet\IMG_20190111_181122.jpg,https://drive.google.com/file/d/1_YnVOrf6hLyOWJioFT_gSRWfIkzDFiMT/view?usp=drivesdk
43694,2019-01-07,Stroet,IMG_20190111_181122.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Stroet\IMG_20190111_181122.jpg,https://drive.google.com/file/d/1_YnVOrf6hLyOWJioFT_gSRWfIkzDFiMT/view?usp=drivesdk
42432,2019-01-22,Gamma,IMG_20190122_141322.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Gamma\IMG_20190122_141322.jpg,https://drive.google.com/file/d/1ATNq5Ku-G7rMJMGMRkTEyr3fhfha1SFH/view?usp=drivesdk
42433,2019-01-22,Gamma,IMG_20190122_141322.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Gamma\IMG_20190122_141322.jpg,https://drive.google.com/file/d/1ATNq5Ku-G7rMJMGMRkTEyr3fhfha1SFH/view?usp=drivesdk
42442,2019-02-01,MM Hoofddorp,IMG_20190201_133409.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\MM Hoofddorp\IMG_20190201_133409.jpg,https://drive.google.com/file/d/1L3gXqRqhHYKilvFq_xecSBbwtWpS33QV/view?usp=drivesdk
42443,2019-02-01,MM Hoofddorp,IMG_20190201_133409.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\MM Hoofddorp\IMG_20190201_133409.jpg,https://drive.google.com/file/d/1L3gXqRqhHYKilvFq_xecSBbwtWpS33QV/view?usp=drivesdk
42444,2019-02-01,Action,IMG_20190201_113527.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190201_113527.jpg,https://drive.google.com/file/d/12yhLiKlD74rj_bcP1amr2-p8zG9h7Z9v/view?usp=drivesdk
42445,2019-02-01,Action,IMG_20190201_113527.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190201_113527.jpg,https://drive.google.com/file/d/12yhLiKlD74rj_bcP1amr2-p8zG9h7Z9v/view?usp=drivesdk
42448,2019-02-01,Laundry Land,Laundry Land 20190202_115509.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Laundry Land\Laundry Land 20190202_115509.jpg,https://drive.google.com/file/d/10tQVl6VizDiLTvVCs00LAPqQKsPtdifS/view?usp=drivesdk
42449,2019-02-01,Laundry Land,Laundry Land 20190202_115509.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Laundry Land\Laundry Land 20190202_115509.jpg,https://drive.google.com/file/d/10tQVl6VizDiLTvVCs00LAPqQKsPtdifS/view?usp=drivesdk
42555,2019-02-06,Action,IMG_20190208_105835.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190208_105835.jpg,https://drive.google.com/file/d/1IdHt3iA4pvvujI92xREKhZQsV07z5izL/view?usp=drivesdk
42556,2019-02-06,Action,IMG_20190208_105835.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190208_105835.jpg,https://drive.google.com/file/d/1IdHt3iA4pvvujI92xREKhZQsV07z5izL/view?usp=drivesdk
42557,2019-02-07,Action,IMG_20190207_143642.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190207_143642.jpg,https://drive.google.com/file/d/1BTfvAB9BQkZttrEGLvCAlrVWpuxnAhPb/view?usp=drivesdk
42558,2019-02-07,Action,IMG_20190207_143642.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190207_143642.jpg,https://drive.google.com/file/d/1BTfvAB9BQkZttrEGLvCAlrVWpuxnAhPb/view?usp=drivesdk
42562,2019-01-18,SchoenService,IMG_20190118_195626.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Schoenservice\IMG_20190118_195626.jpg,https://drive.google.com/file/d/1j2YQoWEkqcZH7q6W51Z0LmJS6eq7Yvtr/view?usp=drivesdk
42563,2019-01-18,SchoenService,IMG_20190118_195626.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Schoenservice\IMG_20190118_195626.jpg,https://drive.google.com/file/d/1j2YQoWEkqcZH7q6W51Z0LmJS6eq7Yvtr/view?usp=drivesdk
42626,2019-02-20,Action,IMG_20190220_111300.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190220_111300.jpg,https://drive.google.com/file/d/11bAtG3VZB2oh84Kmhd9orupN2y8i1172/view?usp=drivesdk
42627,2019-02-20,Action,IMG_20190220_111300.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Action\IMG_20190220_111300.jpg,https://drive.google.com/file/d/11bAtG3VZB2oh84Kmhd9orupN2y8i1172/view?usp=drivesdk
42630,2019-02-21,Leen installatiebedrijf,IMG_20190221_162220.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Leen installatiebedrijf\IMG_20190221_162220.jpg,https://drive.google.com/file/d/19EsPNZncjbu0fB6IkET6nHWrf5CXh9Jm/view?usp=drivesdk
42631,2019-02-21,Leen installatiebedrijf,IMG_20190221_162220.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\Leen installatiebedrijf\IMG_20190221_162220.jpg,https://drive.google.com/file/d/19EsPNZncjbu0fB6IkET6nHWrf5CXh9Jm/view?usp=drivesdk
42634,2019-02-22,MM Hoofddorp,IMG_20190222_173716.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\MM Hoofddorp\IMG_20190222_173716.jpg,https://drive.google.com/file/d/1Y0JgxSJDmgiz1HruI4GYUyCaAi-TDZH0/view?usp=drivesdk
42635,2019-02-22,MM Hoofddorp,IMG_20190222_173716.jpg,C:\Users\peter\OneDrive\Admin\reports\GoodwinSolutions2019\MM Hoofddorp\IMG_20190222_173716.jpg,https://drive.google.com/file/d/1Y0JgxSJDmgiz1HruI4GYUyCaAi-TDZH0/view?usp=drivesdk
